object			
volume	37020d	Littré-Robin (1865-1873)	1873
clique	Charbon pulmonaire | Anthracosis		
term	Charbon volant		
clique	Charbon volant | Glossanthrax		
entry	Charbonneux	0	
orth	Charbonneux		
term	Affections charbonneuses		
clique	Affections charbonneuses | Typhus | Sang | Pustule | Sang de rate		
term	Fièvre charbonneuse		
clique	Fièvre charbonneuse | Fièvre		
term	Tumeurs charbonneuses		
clique	Tumeurs charbonneuses | Pustule | Pustule maligne		
entry	Charbouillon	0	
orth	Charbouillon		
entry	Charcuterie	1	
orth	Charcuterie		
foreign	Wurstwaare	deu	
foreign	hog’s flesli	eng	
foreign	tocineria	spa	
clique	Allantotoxicon		
pb	0267	0281	
clique	trichine		
entry	Chardon	0	
orth	Chardon		
foreign	Carduus (L.)	lat	
foreign	Distel	deu	
foreign	thistle	eng	
foreign	carda	ita	
foreign	carda	spa	
clique	Centaurée		
clique	Centaurée		
clique	Galle		
term	Chardon bénit des Antilles		
clique	Chardon bénit des Antilles | Argémone		
entry	Charge	0	
orth	Charge		
foreign	Pferdpflaster	deu	
foreign	charge	eng	
entry	Chargé	0	
orth	Chargé		
term	Chargé d’épaules, de ganache		
clique	Chargé d’épaules, de ganache		
entry	Charlatan	0	
orth	Charlatan		
foreign	Quacksalber	deu	
foreign	quack-salver	eng	
foreign	ciarlatano	ita	
entry	Charlatanisme	0	
orth	Charlatanisme		
foreign	Quacksalberei	deu	
foreign	charlatanery	eng	
foreign	ciarlatanismo	ita	
clique	Erreurs en médecine | Erreurs		
entry	Charnière	0	
orth	Charnière		
clique	Coquille		
entry	Charnu	0	
orth	Charnu		
foreign	carnosus	lat	
foreign	fleischig	deu	
foreign	fleshy	eng	
foreign	carnoso	ita	
foreign	carnoso	spa	
foreign	σαρκώδης	grc	
term	Colonnes charnues du cœur		
clique	Colonnes charnues du cœur | Colonne		
term	Pannicule charnu		
clique	Pannicule charnu | Pannicule		
clique	Bourgeon		
term	Feuilles charnues		
clique	Feuilles charnues | Paeenchyme		
entry	Charogne	0	
orth	Charogne		
clique	Cadavre		
entry	Charpente	0	
orth	Charpente		
term	Charpente osseuse		
clique	Charpente osseuse | squelette | Stroma | Trame		
entry	Charpie	0	
orth	Charpie		
foreign	linteum carptum	lat	
foreign	Charpie	deu	
foreign	tint	eng	
foreign	filaccia	ita	
foreign	hilas	spa	
foreign	μοτὸς	grc	
term	Charpie râpée		
clique	Charpie râpée		
clique	Ouate		
clique	plumasseaux		
clique	tentes		
entry	Chartre	0	
orth	Chartre		
entry	Chas	0	
orth	Chas		
foreign	acus foramen	lat	
foreign	Oehr	deu	
foreign	eye	eng	
foreign	cruna	ita	
foreign	ojo	spa	
foreign	κύαρ	grc	
entry	Châsse	0	
orth	Châsse		
foreign	Heft	deu	
clique	Lancette		
entry	Chassie	0	
orth	Chassie		
foreign	lema	lat	
foreign	Augenbutter	deu	
foreign	blearedness	eng	
foreign	cispa	ita	
foreign	lagana	spa	
foreign	λήμη	grc	
foreign	γλήμη	grc	
clique	Glande		
clique	Sebum		
entry	Chat	1	
orth	Chat		
foreign	felis	lat	
foreign	Katze	deu	
foreign	caf	eng	
foreign	gatto	ita	
foreign	gato	spa	
pb	0268	0282	
clique	Angora		
term	Chat de mer ou marin		
clique	Chat de mer ou marin | Anarrhique		
term	Chat musqué		
clique	Chat musqué | Civette		
term	Bois de chat		
clique	Bois de chat | Gatéado		
term	Maladies des chats		
clique	Maladies des chats | Maladie		
entry	Chataigne	0	
orth	Chataigne		
foreign	Warze	deu	
foreign	Kastanie	deu	
term	Châtaigne d’eau		
clique	Châtaigne d’eau | Mache		
entry	Châtaignier	0	
orth	Châtaignier		
foreign	castanea	lat	
foreign	Kastanienbaum	deu	
foreign	chestnut-tree	eng	
foreign	castagno	ita	
foreign	castang	spa	
foreign	κάστανον	grc	
term	Fagus castanea		
term	Castanea vesca		
clique	Fagus castanea | Castanea vesca		
term	Châtaignier du Brésil		
clique	Châtaignier du Brésil | Juvia		
entry	Chaton	0	
orth	Chaton		
foreign	amentum	lat	
foreign	catulus	lat	
foreign	iulus	lat	
foreign	Kätzchen	deu	
foreign	kittling	eng	
foreign	fiocchi	ita	
foreign	ἴουλος	grc	
entry	Chatonnement	0	
orth	Chatonnement		
foreign	incarceratio	lat	
term	Chatonnement ou enkystement du placenta		
clique	Chatonnement ou enkystement du placenta		
entry	Chatouillement	0	
orth	Chatouillement		
foreign	Kitzel	deu	
foreign	tickling	eng	
foreign	solletico	ita	
clique	Prurit		
entry	Chatrure	0	
orth	Chatrure		
clique	Castration		
entry	Chaud	0	
orth	Chaud		
term	Fièvre chaude		
clique	Fièvre chaude | Fièvre		
term	Semences chaudes		
clique	Semences chaudes | Semence		
entry	Chaude-maladie	0	
orth	Chaude-maladie		
entry	Chaudepisse	0	
orth	Chaudepisse		
clique	Blennorrhagie		
term	Chaudepisse cordée		
clique	Chaudepisse cordée | Cordé		
entry	Chaud et froid	0	
orth	Chaud et froid		
clique	Fièvre éphémère | Fièvre		
entry	Chauffage	0	
orth	Chauffage		
foreign	Heitzung	deu	
foreign	warming	eng	
clique	Poêle		
clique	Ventilation		
term	Chauffage des vins		
clique	Chauffage des vins		
entry	Chauffoir	0	
orth	Chauffoir		
foreign	linteum excalefactorium	lat	
foreign	Wärmtuch	deu	
entry	Chaulâge	1	
orth	Chaulâge		
pb	0269	0283	
entry	Chaulmoogra	0	
orth	Chaulmoogra		
term	Chaulmoogra		
term	petarkura		
clique	Chaulmoogra | petarkura		
entry	Chaume	0	
orth	Chaume		
foreign	culmus	lat	
foreign	Halm	deu	
foreign	stubble	eng	
foreign	stoppia	ita	
foreign	rastrojo	spa	
entry	Chausse	0	
orth	Chausse		
foreign	manica	lat	
foreign	Filtnrsack	deu	
foreign	filter	eng	
foreign	stravning-bag	eng	
foreign	manica	ita	
foreign	ἠθμὸς	grc	
clique	Filtration		
entry	Chausse-trape	0	
orth	Chausse-trape		
clique	Centaurée		
entry	Chaussier	0	
orth	Chaussier		
term	Elixir de Chaussier		
clique	Elixir de Chaussier		
entry	Chauve-souris	0	
orth	Chauve-souris		
clique	Cfllroptère		
entry	Chaux	0	
orth	Chaux		
foreign	calx	lat	
foreign	Kalk	deu	
foreign	lime	eng	
foreign	calce	ita	
foreign	cal	spa	
foreign	τίτανος	grc	
clique	Extinction		
term	Lait de chaux		
clique	Lait de chaux		
term	Chaux métalliques		
clique	Chaux métalliques		
term	Chaux sadique ou sodée		
clique	Chaux sadique ou sodée		
term	Chaux d’antimoine		
clique	Chaux d’antimoine | Antimoine		
term	Chaux grise dantimoine		
clique	Chaux grise dantimoine | Oxyde | Oxyde d’antimoine		
term	Chaux hydraulique		
clique	Chaux hydraulique | Hydraulique		
term	Acétate de chaux		
clique	Acétate de chaux | Acétate		
term	Azotate de chaux		
clique	Azotate de chaux | Azotate		
term	Carbonate de chaux		
clique	Carbonate de chaux		
clique	Carbonate		
term	Eau de chaux		
clique	Eau de chaux | Eau		
term	Huile de chaux		
clique	Huile de chaux | Huile		
term	Hypochlorite		
term	chlorure de chaux		
clique	Hypochlorite | chlorure de chaux | Hÿpochlorite		
term	Lactate de chaux		
clique	Lactate de chaux | Lactate		
term	Lut de chaux		
clique	Lut de chaux | Lut		
term	Mannitartrate de chaux		
clique	Mannitartrate de chaux | Mannitartrate		
term	Oxalate de chaux		
clique	Oxalate de chaux | Oxalate		
term	Phosphate de chaux		
clique	Phosphate de chaux | Phosphate		
term	Sulfate de chaux		
clique	Sulfate de chaux | Sulfate		
entry	Chaya	0	
orth	Chaya		
term	Chaya-vair		
clique	Chaya-vair		
entry	Chebule	0	
orth	Chebule		
clique	Myrobalan		
entry	Chef	0	
orth	Chef		
foreign	Zipfel	deu	
foreign	Kopf	deu	
foreign	ἀρχὴ	grc	
clique	Bande		
pb	0270	0284	
entry	Cheilalgie	0	
orth	Cheilalgie		
clique	Chilalgie		
entry	Cheilocace, Cheiloplastie, Cheirarthrocace	0	
orth	Cheilocace		
orth	Cheiloplastie		
orth	Cheirarthrocace		
clique	Cnilocace		
clique	Chiloplastie		
clique	Chirarthrocace		
entry	Cheirocace	0	
orth	Cheirocace		
entry	Chéiroptères	0	
orth	Chéiroptères		
clique	Chiroptères		
entry	Chélérythrine	0	
orth	Chélérythrine		
entry	Chélicère	0	
orth	Chélicère		
entry	Chélidoine	0	
orth	Chélidoine		
foreign	Chelidonium (L.)	lat	
foreign	Schöllkraut	deu	
foreign	celandine	eng	
foreign	celidonia	ita	
foreign	celidonia	spa	
clique	Renoncule		
entry	Chélidonine	0	
orth	Chélidonine		
foreign	Kelidonin	deu	
entry	Chélidonique	0	
orth	Chélidonique		
entry	Chélidoxanthine	0	
orth	Chélidoxanthine		
entry	Chéloïde, Kéloïde	0	
orth	Chéloïde		
orth	Kéloïde		
foreign	Keloid	deu	
foreign	cheloid	eng	
foreign	cheloide	ita	
foreign	queloide	spa	
term	Chéloïde cicatricielle		
clique	Chéloïde cicatricielle | Papilloma | Généralisation		
entry	Chéloniens	1	
orth	Chéloniens		
pb	0271	0285	
clique	Carapace		
clique	Tortue		
entry	Chémiatrie	0	
orth	Chémiatrie		
clique	Chimiatrie		
entry	Chemin de Saint-Jacques	0	
orth	Chemin de Saint-Jacques		
foreign	to point	eng	
entry	Cheminée	0	
orth	Cheminée		
clique	Chauffage		
entry	Chémosis	0	
orth	Chémosis		
foreign	chémosis	lat	
foreign	Chemosis	deu	
foreign	chemosis	eng	
foreign	chemosi	ita	
foreign	χήμωσις	grc	
clique	Conjonctivite		
entry	Chêne	0	
orth	Chêne		
foreign	Quercus (L.)	lat	
foreign	Eiche	deu	
foreign	oak	eng	
foreign	quercia	ita	
foreign	encina	spa	
foreign	δρῦς	grc	
term	Chêne rouvre		
clique	Chêne rouvre | glands		
term	Chêne à galles		
clique	Chêne à galles | Galle		
clique	Kermès		
term	Chêne liège		
clique	Chêne liège | liège		
clique	Mesto		
term	Agaric		
term	polypore du chêne		
clique	Agaric | polypore du chêne | Polypore		
term	Tannin du chêne		
clique	Tannin du chêne | Quercitannique		
term	Chêne noir d’Amérique		
clique	Chêne noir d’Amérique | Catalpa		
term	Petit chêne		
clique	Petit chêne | Germandrée		
entry	Chènevis	0	
orth	Chènevis		
clique	Chanvre		
term	Huile de chènevis		
clique	Huile de chènevis | Huile | Tænifuge		
entry	Chenille	0	
orth	Chenille		
foreign	eruca	lat	
foreign	Raupe	deu	
foreign	caterpillar	eng	
foreign	eruca	ita	
foreign	oruga	spa	
clique	lépidoptères		
clique	Larve		
term	Fausse chenille		
clique	Fausse chenille | Ter		
entry	Chénopodées, Chénopodiacées	0	
orth	Chénopodées		
orth	Chénopodiacées		
foreign	chenopodeæ	lat	
entry	Chenu	0	
orth	Chenu		
foreign	canutus	lat	
foreign	greis	deu	
foreign	hoary	eng	
foreign	grey-headed	eng	
foreign	canuto	ita	
foreign	πολιὸς	grc	
entry	Chermès	0	
orth	Chermès		
clique	Kermès		
entry	Chervi	0	
orth	Chervi		
foreign	Sium sisarum	lat	
foreign	Zuckerrübe	deu	
foreign	skirret	eng	
foreign	sisaro	ita	
entry	Cheselden	0	
orth	Cheselden		
term	Couteau de Cheselden		
clique	Couteau de Cheselden | Couteau		
entry	Chétodon	0	
orth	Chétodon		
clique	Vénéneux		
entry	Chétognathe	0	
orth	Chétognathe		
entry	Chétopodes	0	
orth	Chétopodes		
clique	Annélide		
entry	Cheval	2	
orth	Cheval		
foreign	equus	lat	
foreign	Pferd	deu	
foreign	horse	eng	
foreign	cavallo	ita	
foreign	caballo	spa	
foreign	ἵππος	grc	
pb	0272	0286	
term	Membre antérieur		
clique	Membre antérieur		
pb	0273	0287	
term	Membre postérieur		
clique	Membre postérieur		
clique	Âge		
term	Chair ou viande de cheval		
clique	Chair ou viande de cheval		
term	Cheval de halage		
clique	Cheval de halage | Halage		
term	Cheval marin		
clique	Cheval marin | Hippocampe		
term	Cheval de selle		
clique	Cheval de selle | Selle		
term	Cheval noir		
clique	Cheval noir | Noir		
term	Cheval		
clique	Cheval		
entry	Chevalin	0	
orth	Chevalin		
term	Races chevalines		
clique	Races chevalines | anglais | arabes | cheval noir | Finistère | flamand | frison | Hanovre | hollandais | Holstein | Jütland | landais | limousin | morvan | navarrin | normand | Oldenbourg | pyrénéen | poitevin | percheron | tartare		
entry	Chevaline, Chéveline	0	
orth	Chevaline		
orth	Chéveline		
clique	Clavaire		
entry	Chevanne, Chevesne	0	
orth	Chevanne		
orth	Chevesne		
foreign	Leuciscus jeses	lat	
entry	Chevauchant	0	
orth	Chevauchant		
foreign	accdvalcante	ita	
entry	Chevauchement	0	
orth	Chevauchement		
foreign	superpositio	lat	
foreign	Uebergreifen	deu	
foreign	accav aliamento	ita	
entry	Chevelu	0	
orth	Chevelu		
foreign	capillatus	lat	
foreign	behaart	deu	
foreign	hairy	eng	
foreign	capelluto	ita	
foreign	cabelludo	spa	
foreign	τριχωτὸς	grc	
term	Cuir chevelu		
clique	Cuir chevelu | Cuir		
clique	Chevelure		
entry	Chevelure	0	
orth	Chevelure		
foreign	capillitium	lat	
foreign	cœsaries	lat	
foreign	Kopfhaar	deu	
foreign	capellatura	ita	
foreign	chioma	ita	
foreign	cabellera	spa	
foreign	κόμη	grc	
term	Chevelure des arbres		
clique	Chevelure des arbres		
entry	Chevestre, Chevêtre	0	
orth	Chevestre		
orth	Chevêtre		
foreign	capistrum	lat	
foreign	Hafterbinde	deu	
foreign	chevaster	eng	
entry	Cheveu	1	
orth	Cheveu		
foreign	capillus	lat	
foreign	Haar	deu	
foreign	hair	eng	
foreign	capello	ita	
foreign	cabelto	spa	
foreign	θρὶξ	grc	
clique	Pou		
term	Maladies des cheveux		
clique	Maladies des cheveux | Canitie | Poil | épilation | Pittriasis | Teigne | Microphyton		
pb	0274	0288	
entry	Cheville	0	
orth	Cheville		
clique	Corne		
term	Cheville du pied		
clique	Cheville du pied | Malléole		
entry	Cheviot	0	
orth	Cheviot		
entry	Chèvre	0	
orth	Chèvre		
foreign	Capra hircus (L.)	lat	
foreign	Ziege	deu	
foreign	she-goat	eng	
foreign	capra	ita	
foreign	cabra	spa	
foreign	αἴξ	grc	
entry	Chevreau	0	
orth	Chevreau		
foreign	Zicklein	deu	
foreign	kid	eng	
foreign	capretto	ita	
foreign	cabrito	spa	
entry	Chèvrefeuille	0	
orth	Chèvrefeuille		
foreign	Geisblatt	deu	
foreign	honeysuckle	eng	
foreign	caprifoglio	ita	
foreign	madreselva	spa	
entry	Chevrette	0	
orth	Chevrette		
clique	Chanterelle		
entry	Chevreuil	0	
orth	Chevreuil		
foreign	Cervus capreolus (L.)	lat	
foreign	reb	eng	
foreign	roe-buck	eng	
foreign	cavriolo	ita	
entry	Chevrine	0	
orth	Chevrine		
foreign	Ziegerin	deu	
entry	Chevrotain	0	
orth	Chevrotain		
clique	Musc		
entry	Chevrotant	0	
orth	Chevrotant		
foreign	tremulus	lat	
foreign	meckernd	deu	
term	Voix chevrotante		
clique	Voix chevrotante | Égophonie		
entry	Chevrotement	0	
orth	Chevrotement		
foreign	Meckern	deu	
foreign	bleating	eng	
foreign	belamento	ita	
clique	Égophonie		
entry	Cheylète	0	
orth	Cheylète		
foreign	Cheyletus	lat	
entry	Chia	0	
orth	Chia		
entry	Chiasma	0	
orth	Chiasma		
entry	Chiastre	0	
orth	Chiastre		
foreign	kiastro	ita	
foreign	kiastro	spa	
entry	Chibou	0	
orth	Chibou		
clique	Gommart		
entry	Chica	0	
orth	Chica		
entry	Chicha	0	
orth	Chicha		
entry	Chichiké	0	
orth	Chichiké		
entry	Chicken pox	0	
orth	Chicken pox		
clique	Varioloïde		
entry	Chicoracées	0	
orth	Chicoracées		
foreign	chicoraceœ	lat	
entry	Chicorée	1	
orth	Chicorée		
foreign	Cichorium (L.)	lat	
foreign	Wegwarte	deu	
foreign	Cichorie	deu	
foreign	succory	eng	
foreign	cicoria	ita	
foreign	chicoria	spa	
pb	0275	0289	
term	Chicorée endive		
term	chicorée des jardins		
clique	Chicorée endive | chicorée des jardins		
entry	Chicot	0	
orth	Chicot		
foreign	Strunck	deu	
foreign	Stumpf	deu	
foreign	stump	eng	
foreign	stub	eng	
foreign	radica	ita	
foreign	pezzo	ita	
clique	Clou de rue | Clou		
entry	Chicotin	0	
orth	Chicotin		
foreign	Bittersaft	deu	
entry	Chien	0	
orth	Chien		
foreign	canis	lat	
foreign	Hund	deu	
foreign	dog	eng	
foreign	cane	ita	
foreign	perro	spa	
foreign	κύων	grc	
clique	bassets		
clique	barbets		
clique	Bouledogue		
clique	Âge		
clique	Sociabilité		
term	Maladie des chiens		
clique	Maladie des chiens | Maladie		
term	Chien de mer		
clique	Chien de mer		
entry	Chiendent	0	
orth	Chiendent		
foreign	Hundszahn	deu	
foreign	dog’s grass	eng	
foreign	gramigna	ita	
foreign	grama	spa	
clique	Diurétique		
entry	Chiffonné	0	
orth	Chiffonné		
foreign	corrugatus	lat	
foreign	corrugativus	lat	
term	Pétales à préfloraison chiffonnée		
clique	Pétales à préfloraison chiffonnée		
entry	Chilalgie	0	
orth	Chilalgie		
entry	Chilocace	0	
orth	Chilocace		
entry	Chilodiéresie	0	
orth	Chilodiéresie		
entry	Chiloma	0	
orth	Chiloma		
clique	Mufle		
entry	Chilon	0	
orth	Chilon		
foreign	chilon	lat	
entry	Chiloplastie	0	
orth	Chiloplastie		
entry	Chilostomatoplastie, Cheilostomatoplastie	0	
orth	Chilostomatoplastie		
orth	Cheilostomatoplastie		
entry	Chimiatre	0	
orth	Chimiatre		
foreign	chymiater	lat	
foreign	chemiater	lat	
foreign	chimiatro	ita	
entry	Chimiatrie, Chimisme	0	
orth	Chimiatrie		
orth	Chimisme		
foreign	Chemiatrie	deu	
foreign	chemiatry	eng	
foreign	chimiatria	ita	
entry	Chimie, Chymie	1	
orth	Chimie		
orth	Chymie		
foreign	chymia	lat	
foreign	alchymia	lat	
foreign	Chemie	deu	
foreign	chemistry	eng	
foreign	chimica	ita	
foreign	quimia	spa	
pb	0276	0290	
clique	Phlogistique		
clique	Pneumatique		
clique	Dissolution		
clique	dualisme		
clique	combinaisons		
clique	Atome		
clique	Isomère		
clique	Combinaison		
clique	catalytiques		
clique	Espèce		
term	Chimie minérale ou inorganique		
term	chimie organique		
clique	Chimie minérale ou inorganique | chimie organique | composés		
clique	Analyse		
clique	Anatomie		
entry	Chimique	0	
orth	Chimique		
term	Dédoublement chimique		
clique	Dédoublement chimique | Dédoublement		
term	Mal chimique		
clique	Mal chimique | Mal		
term	Miracle chimique		
clique	Miracle chimique | Miracle		
term	Nomenclature chimique		
clique	Nomenclature chimique | Nomenclature		
term	Notation chimique		
clique	Notation chimique | Notation		
term	Opération chimique		
clique	Opération chimique | Opération		
term	Papier chimique		
clique	Papier chimique | Papier		
term	Pharmacie chimique		
clique	Pharmacie chimique | Pharmacie		
term	Produit chimique		
clique	Produit chimique | Produit		
term	Proportions chimiques		
clique	Proportions chimiques | Proportion		
term	Propriétés chimiques		
clique	Propriétés chimiques | Chimie		
term	Radiation chimique		
clique	Radiation chimique | Radiation		
term	Symbole chimique		
clique	Symbole chimique | Symbole		
term	Type chimique		
clique	Type chimique | Type		
entry	Chimisme	0	
orth	Chimisme		
foreign	Chemismus	deu	
entry	Chin	0	
orth	Chin		
clique	Kin		
clique	Quin		
entry	China	0	
orth	China		
term	China nova		
clique	China nova | Quina | Quina nova		
entry	China-paya	0	
orth	China-paya		
foreign	Flaveria contrayerba	lat	
entry	Chinoïdine	0	
orth	Chinoïdine		
clique	Quinoïdine		
entry	Chinois	0	
orth	Chinois		
entry	Chinoléine	0	
orth	Chinoléine		
clique	Leucol		
entry	Chinone, Chinoyle	0	
orth	Chinone		
orth	Chinoyle		
pb	0277	0291	
entry	Chinovatine	0	
orth	Chinovatine		
clique	Aricine		
entry	Chinovatique	0	
orth	Chinovatique		
clique	Kinovique		
entry	Chioccine, Chiococcine	0	
orth	Chioccine		
orth	Chiococcine		
entry	Chique	0	
orth	Chique		
foreign	Pulex penetrans (L.)	lat	
foreign	Sandfloh	deu	
foreign	chigoe	eng	
foreign	ciochetta	ita	
clique	Rôle		
entry	Chiquito	0	
orth	Chiquito		
entry	Chiragre	0	
orth	Chiragre		
foreign	chiragra	lat	
entry	Chirarthrocace	0	
orth	Chirarthrocace		
entry	Chirayta	0	
orth	Chirayta		
entry	Chiromancie	0	
orth	Chiromancie		
clique	Astrologie		
clique	Erreur en médecine | Erreur		
entry	Chiromanie	0	
orth	Chiromanie		
entry	Chironien	0	
orth	Chironien		
foreign	chironius	lat	
term	Ulcères chironiens		
clique	Ulcères chironiens | Baume | Baume Chiron		
entry	Chiropodalogie	0	
orth	Chiropodalogie		
entry	Chiroptères	0	
orth	Chiroptères		
foreign	chiropteri	lat	
entry	Chirurgical	0	
orth	Chirurgical		
foreign	chirurgicus	lat	
term	Pathologie chirurgicale		
clique	Pathologie chirurgicale | Pathologie		
entry	Chirurgie	0	
orth	Chirurgie		
foreign	chirurgia	lat	
foreign	Wundarzneïkunde	deu	
foreign	surgery	eng	
foreign	chirurgia	ita	
foreign	cirurgia	spa	
foreign	χειρουργία	grc	
term	Petite chirurgie		
term	chirurgie ministrante		
clique	Petite chirurgie | chirurgie ministrante		
term	Chirurgie conservatrice		
clique	Chirurgie conservatrice		
term	Chirurgie expérimentale		
clique	Chirurgie expérimentale		
